claim,response,explanation,label,justification,claim_date,speaker,fact_checking_article,reporting_source,location_ISO_code,claim_types,fact_checking_strategies
dr. deborah birx claimed that 40% of the usa had less than 200 cases combined of covid 19 on 26th of march 2020,Correct,"Dr. Deborah Birx did state on March 26, 2020, that approximately 40% of US counties had fewer than 200 COVID-19 cases. This information was widely reported at the time.",Refuted,"The QA figures are very comprehensive but there is some confusion in the answers as to whether the claim refers to percentage of states, or percentage of population.  The population figures are shown as 7.2% but the state figures are stated as 17 but the percentage (34%) is not actually shown. Either way it is less than 40% so refuted. ",2020-03-26,Dr. Deborah Birx,https://web.archive.org/web/20210712105228/https://www.factcheck.org/2020/03/birx-spins-extraordinarily-low-numbers-of-coronavirus-cases/,White House briefing,US,['Numerical Claim'],"['Written Evidence', 'Numerical Comparison']"
people with pre-existing respiratory conditions such as copd or asthma will be given a “rescue pack” of medication from their general practitioners during the novel coronavirus pandemic.,Correct,"Many healthcare guidelines during the COVID-19 pandemic recommended that individuals with pre-existing respiratory conditions have access to their medications and consult with their healthcare providers about managing potential COVID-19 complications. While not a universally mandated ""rescue pack,"" the guidance supports the claim's general accuracy.",Refuted,The WHO has not mentioned that any rescue packs will be available to people who are high risk for covid.,2020-03-22,Chris Jones,https://web.archive.org/web/20210118072137/https://factcheck.afp.com/australian-health-authorities-dismiss-hoax-claim-about-rescue-packs-vulnerable-patients,Facebook,AU,['Event/Property Claim'],['Written Evidence']
"american automakers, including ford and general motors, are manufacturing much needed medical ventilators “right now.”",Correct,"American automakers, including Ford and GM, shifted production to manufacture ventilators during the COVID-19 pandemic. While the scale and duration of this production varied, they did manufacture ventilators.",Refuted,The Q&As show that at the time the claim was posted the ventilators were not being made so the claim is refuted.,2020-03-21,Donald Trump,https://web.archive.org/web/20210712105249/https://www.factcheck.org/2020/03/trumps-premature-claim-about-ventilator-production/,,US,['Event/Property Claim'],"['Written Evidence', 'Consultation']"
"president donald trump said, “nobody knew there’d be a pandemic or an epidemic of this proportion.” at a white house briefing on march 19 2020",Correct,"The statement is a verified quote from President Donald Trump during a White House briefing on March 19, 2020, regarding the COVID-19 pandemic.",Refuted,"Contrary to this claim, predictions were made by some experts. The hold superior knowledge on pandemic/epidemic  compared to President Donald Trump.",2020-03-19,,https://web.archive.org/web/20210712105439/https://www.factcheck.org/2020/03/contrary-to-trumps-claim-a-pandemic-was-widely-expected-at-some-point/,,,"['Quote Verification', 'Event/Property Claim']",['Written Evidence']
"mps in the uk have awarded themselves a £10,000 bonus to cover ‘expenses’ during the covid-19 crisis.",Correct,"Multiple news outlets reported that UK MPs did receive a £10,000 bonus, framed as covering expenses related to the Covid-19 pandemic, although the specifics and justification were met with criticism.",Refuted,"The answer suggests that MPs didn't directly receive a £10,000 bonus rather there expenses allowance were increased by £10,000 to cover office expenses.",2020-03-19,,https://web.archive.org/web/20201101063413/https://fullfact.org/online/new-zealand-pay-cut-mps-uk-coronavirus/,,GB,['Position Statement'],"['Written Evidence', 'Consultation']"
historic flu and other outbreaks are accurately named based on the country where they originated,Correct,"Historically, outbreaks have been and generally are named based on their place of origin (e.g., Spanish Flu, H1N1). This naming convention is a standard practice in epidemiology and public health.",Refuted,The first answer and source shows that Spanish flu did not originate in Spain. The fifth answer and source show that German measles was named because of the scientists country not where it started. Therefore the claim is refuted.,2020-03-19,Steve Annarummoo,https://web.archive.org/web/20200608211142/https://leadstories.com/hoax-alert/2020/03/Fact-Check-Posts-Justifying-Calling-Coronavirus-Chinese-Flu-NOT-Factual-About-Origins-Of-Historic-Outbreaks.html,,US,"['Causal Claim', 'Position Statement']",['Written Evidence']
"chloroquine, a covid-19 drug was almost ready to be used on march 19 2020.",Correct,There were reports in March 2020 that chloroquine was in clinical trials and potentially nearing availability for COVID-19 treatment around that time.,Refuted,The fourth Q&A shows that the drug was not almost ready at the time of the claim so it is refuted.,2020-03-19,Donald Trump,https://web.archive.org/web/20210616102114/https://www.factcheck.org/2020/03/trump-gets-ahead-of-himself-on-covid-19-therapies/,Speech at Washington,US,['Event/Property Claim'],"['Written Evidence', 'Consultation']"
"us president donald trump referred to the novel coronavirus pandemic as a time when ""people are dying that have never died before.""",Correct,"Donald Trump did indeed say, in a 2020 interview, that ""people are dying that have never died before,"" referring to the COVID-19 pandemic.",Refuted,Q&A pair state that no mention of the quote can be fount by the entity in the claim,2020-03-18,Stephen A Wright,https://web.archive.org/web/20210128122752/https://www.boomlive.in/world/coronavirus/quotes-attributed-to-trump-biden-traced-back-to-author-hemingway-7547,Facebook,US,['Quote Verification'],['Written Evidence']
"passport of the passengers arriving at the t3 of delhi airport was taken away and kept till covid-19 tests were completed, resulting in chaos at the airport on 18th march, 2020.",Correct,"Reports from March 2020 indicated that passengers arriving at Delhi's Terminal 3 were required to leave their passports while COVID-19 tests were conducted, leading to significant delays and chaos.",Refuted,"That is not what happened,",2020-03-18,,https://web.archive.org/web/20201205112358/https://thelogicalindian.com/fact-check/delhi-airport-screening-international-passengers-20254,Social Media,IN,"['Causal Claim', 'Event/Property Claim']",['Written Evidence']
us president donald trump failed to make timely use of his powers under the defense production act to compel companies to manufacture medical supplies that were expected to be needed to treat those infected with the novel coronavirus.,Correct,"Numerous reports and analyses indicated that the Trump administration was slow to fully utilize the Defense Production Act during the early stages of the COVID-19 pandemic, leading to criticism that timely action was lacking.",Refuted,"US President Donald Trump  enacted  the Defense Production Act On March 18th 2020, which does not seem too late.",2020-03-18,Vice PresidentJoe Biden ,https://web.archive.org/web/20210505202537/https://www.factcheck.org/2020/04/trump-biden-and-the-defense-production-act/,Statement from Vice President,US,['Event/Property Claim'],['Written Evidence']
there are people going door to door in colorado spring who are stating they are testing for covid-19 so they can rob people,Correct,Reports from local news outlets and the Colorado Springs Police Department confirm instances of individuals going door-to-door falsely claiming to conduct COVID-19 tests with the intent to commit robbery.,Refuted,The answer shows that there have been no reports of door to door covid testing so the claim is refuted.,2020-03-17,Tina Hill,https://web.archive.org/web/20210301222728/https://www.politifact.com/factchecks/2020/mar/19/facebook-posts/no-truth-report-about-robbers-posing-coronavirus-t/,Facebook,US,['Event/Property Claim'],['Consultation']
"marriott international effectively denied employees unemployment and health benefits by saying the company had not laid them off, instead putting them on a zero-hour schedule?",Correct,"Reports indicate Marriott International shifted employees to a zero-hour schedule instead of formally laying them off, potentially denying them eligibility for unemployment and health benefits that are typically tied to layoff status.",Refuted,"It seems that some were aid off from the QA, however there is nothing on zero-hour contracts, therefore the claim is refuted",2020-03-17,thot leedurr,https://web.archive.org/web/20200604103336/https://leadstories.com/hoax-alert/2020/03/fact-check-marriott-has-not-denied-unemployment-and-health-benefits-to-employees-on-zero-hour-schedule.html,twitter,US,['Position Statement'],['Written Evidence']
"cleveland clinic developed a covid-19 test that gives results in hours, not days.",Correct,"Cleveland Clinic has developed a rapid COVID-19 test that provides results in a few hours, significantly faster than traditional PCR tests that can take days.",Refuted,"They did not develop a new test, they started testing in house with existing tests, which shortened the result time as it was done on site. ",2020-03-17,,https://web.archive.org/web/20200403135246/https://fullfact.org/online/good-news-coronavirus/,,,['Event/Property Claim'],['Written Evidence']
